sensorid,epoch_utc,local_date_time,temperatur,relative_luftfeuchtigkeit
08:44,1689811200,20230719220000,23.9,48.7
08:44,1689814800,20230719230000,22.4,55.3
08:44,1689818400,20230720000000,21.5,60.8
08:44,1689822000,20230720010000,20.9,63.8
08:44,1689825600,20230720020000,21.4,62.0
08:44,1689829200,20230720030000,21.1,61.8
08:44,1689832800,20230720040000,20.1,64.4
08:44,1689836400,20230720050000,20.2,63.3
08:44,1689840000,20230720060000,19.8,66.8
08:44,1689843600,20230720070000,19.6,67.1
08:44,1689847200,20230720080000,20.6,56.6
08:44,1689850800,20230720090000,20.9,54.2
08:44,1689854400,20230720100000,22.2,52.1
08:44,1689858000,20230720110000,23.3,48.7
08:44,1689861600,20230720120000,24.0,47.6
08:44,1689865200,20230720130000,24.2,47.0
08:44,1689868800,20230720140000,25.2,42.7
08:44,1689872400,20230720150000,25.2,42.1
08:44,1689876000,20230720160000,26.3,40.1
08:44,1689879600,20230720170000,26.0,40.0
08:44,1689883200,20230720180000,25.9,41.0
08:44,1689886800,20230720190000,25.7,42.1
08:44,1689890400,20230720200000,24.5,49.0
08:44,1689894000,20230720210000,22.5,59.3
08:44,1689897600,20230720220000,21.7,60.8
08:44,1689901200,20230720230000,21.0,62.6
08:44,1689904800,20230721000000,20.3,64.5
08:44,1689908400,20230721010000,19.9,64.1
08:44,1689912000,20230721020000,19.2,66.0
08:44,1689915600,20230721030000,18.9,67.3
08:44,1689919200,20230721040000,17.4,77.9
08:44,1689922800,20230721050000,16.3,79.5
08:44,1689926400,20230721060000,16.6,76.9
08:44,1689930000,20230721070000,16.7,76.4
08:44,1689933600,20230721080000,17.4,75.5
08:44,1689937200,20230721090000,18.8,69.5
08:44,1689940800,20230721100000,19.7,65.4
08:44,1689944400,20230721110000,20.3,64.5
08:44,1689948000,20230721120000,20.3,69.0
08:44,1689951600,20230721130000,21.2,65.0
08:44,1689955200,20230721140000,23.1,56.4
08:44,1689958800,20230721150000,22.9,56.6
08:44,1689962400,20230721160000,20.4,72.4
08:44,1689966000,20230721170000,20.9,69.3
08:44,1689969600,20230721180000,20.9,67.6
08:44,1689973200,20230721190000,21.0,67.8
08:44,1689976800,20230721200000,20.9,68.8
08:44,1689980400,20230721210000,19.5,75.1
08:44,1689984000,20230721220000,18.9,76.0
08:44,1689987600,20230721230000,19.3,75.1
08:44,1689991200,20230722000000,19.1,75.7
08:44,1689994800,20230722010000,19.2,75.3
08:44,1689998400,20230722020000,18.8,76.8
08:44,1690002000,20230722030000,18.7,77.3
08:44,1690005600,20230722040000,18.1,78.8
08:44,1690009200,20230722050000,16.8,83.6
08:44,1690012800,20230722060000,17.6,80.0
